"","sel","sel0.01","sel0.05","sel0.10","sel0.20","sel0.50","sel1.00","sel5.00","sel10.0","sel20.0"
"noise_mlp_RMSE",3.88347116342099,3.85393296068709,3.77132477131819,3.81339879654575,3.8818425588045,4.01424689503792,4.36114399344018,6.65452634735422,8.32505893640903,8.88044868211997
"noise_mlp_Rsquared",0.826433377075279,0.82450843736009,0.830436978032807,0.82707419101938,0.819731784839379,0.808876830881576,0.774666345238385,0.471545645857506,0.157497722936046,0.0489988616474441
"noise_mlp_MAE",1.58832355458279,1.56275938202522,1.57561682935157,1.65383963276664,1.80474970438282,2.09590904033082,2.42884726296455,3.99515336794703,4.66798779772892,4.80639414453916
"drift_mlp_RMSE",3.88468436126281,3.91562980230312,3.8888895873842,3.75457549189155,3.85302937505417,3.86713342029236,4.06869974658409,4.11843083025683,4.3337628398539,4.9699625081964
"drift_mlp_Rsquared",0.82309544688448,0.819515126139564,0.823276734175637,0.8334817835995,0.828598755967661,0.823168018378699,0.808942783711991,0.801010723636572,0.776506728721132,0.702500018761591
"drift_mlp_MAE",1.55252955088574,1.55781984032464,1.55136925318999,1.55060854482651,1.61094524829231,1.75868230785545,1.90628714765587,2.04391562507761,2.3322267533469,2.72597588067205
